id,door buster,in stock,is online,launch date,has image,status code,status
37943,0,0,0,12/19/2015,1,3,Active
37944,0,1,0,11/16/2015,0,1,Not Started
37945,0,0,0,10/20/2015,0,2,In Porgress
37946,0,1,0,12/15/2015,0,3,Active
37947,0,0,0,12/10/2015,1,2,In Porgress
37948,1,0,1,11/29/2015,0,3,Active
37949,1,1,1,11/18/2015,0,1,Not Started
37950,1,1,0,11/7/2015,1,3,Active
37951,1,0,0,11/15/2015,0,2,In Porgress
37952,1,0,1,12/24/2015,0,2,In Porgress
37953,1,1,1,10/14/2015,0,2,In Porgress
37954,0,0,0,10/9/2015,0,1,Not Started
37955,1,1,1,12/10/2015,1,3,Active
37956,1,0,1,12/24/2015,1,3,Active
37957,1,0,0,11/8/2015,0,1,Not Started
37958,0,1,0,10/5/2015,1,1,Not Started
37959,0,1,0,12/9/2015,1,1,Not Started
37960,1,1,1,12/20/2015,0,3,Active
37961,1,0,0,11/26/2015,1,1,Not Started
37962,0,0,1,11/26/2015,1,1,Not Started
37963,1,0,1,12/26/2015,0,2,In Porgress
37964,0,0,0,12/19/2015,0,2,In Porgress
37965,1,1,1,12/22/2015,0,2,In Porgress
37966,1,0,1,11/8/2015,1,1,Not Started
37967,0,0,0,11/3/2015,0,2,In Porgress
37968,0,0,0,12/8/2015,0,3,Active
37969,0,1,0,11/22/2015,0,2,In Porgress
37970,0,1,0,10/14/2015,1,2,In Porgress
37971,1,0,0,10/17/2015,0,2,In Porgress
37972,1,1,1,10/14/2015,0,2,In Porgress
37973,1,0,0,12/18/2015,0,1,Not Started
37974,0,0,1,11/18/2015,1,1,Not Started
37975,1,1,1,12/22/2015,1,3,Active
37976,0,0,1,10/15/2015,1,3,Active
37977,0,1,1,11/15/2015,0,2,In Porgress
37978,1,0,0,10/4/2015,1,2,In Porgress
37979,1,0,0,11/3/2015,0,3,Active
37980,1,1,0,12/31/2015,1,1,Not Started
37981,0,1,0,10/23/2015,1,3,Active
37982,1,0,0,11/3/2015,0,1,Not Started
37983,1,1,0,10/1/2015,0,1,Not Started
37984,1,0,1,11/7/2015,0,3,Active
37985,1,0,1,12/29/2015,1,1,Not Started
37986,0,1,1,10/1/2015,1,3,Active
37987,0,0,0,10/31/2015,1,2,In Porgress
37988,0,0,0,10/7/2015,0,1,Not Started
37989,1,0,0,12/17/2015,0,3,Active
37990,1,1,0,10/20/2015,0,1,Not Started
37991,1,0,1,11/8/2015,1,2,In Porgress
37992,0,0,1,10/30/2015,1,1,Not Started
37993,1,0,0,10/24/2015,0,3,Active
37994,1,0,1,12/11/2015,1,3,Active
37995,1,0,0,11/16/2015,1,3,Active
37996,1,0,1,12/2/2015,0,1,Not Started
37997,0,0,1,12/13/2015,0,3,Active
37998,1,0,0,11/15/2015,1,2,In Porgress
37999,1,0,0,11/7/2015,1,3,Active
38000,1,1,0,10/29/2015,0,1,Not Started
38001,0,1,1,11/3/2015,0,1,Not Started
38002,1,1,1,10/26/2015,0,2,In Porgress
38003,0,0,1,11/12/2015,0,1,Not Started
38004,0,0,1,12/9/2015,0,3,Active
38005,1,1,1,11/13/2015,0,2,In Porgress
38006,0,1,1,12/13/2015,1,1,Not Started
38007,0,1,1,11/27/2015,1,1,Not Started
38008,1,0,0,11/25/2015,1,3,Active
38009,1,1,1,11/8/2015,0,3,Active
38010,1,1,0,10/4/2015,1,2,In Porgress
38011,1,1,1,12/1/2015,0,2,In Porgress
38012,1,1,0,10/19/2015,1,1,Not Started
38013,1,0,0,12/18/2015,0,2,In Porgress
38014,1,1,0,12/26/2015,1,1,Not Started
38015,0,1,1,12/10/2015,1,2,In Porgress
38016,0,0,0,11/16/2015,0,3,Active
38017,0,0,0,12/1/2015,0,3,Active
38018,0,1,1,12/22/2015,0,3,Active
38019,0,0,1,10/2/2015,1,2,In Porgress
38020,0,1,1,10/30/2015,0,2,In Porgress
38021,0,1,0,12/5/2015,1,2,In Porgress
38022,0,1,1,12/25/2015,0,3,Active
38023,1,1,1,11/10/2015,1,1,Not Started
38024,1,1,0,10/17/2015,0,2,In Porgress
38025,1,1,0,10/17/2015,0,2,In Porgress
38026,0,0,0,12/5/2015,0,1,Not Started
38027,1,0,1,12/5/2015,1,2,In Porgress
38028,1,1,0,11/12/2015,0,2,In Porgress
38029,0,0,1,11/2/2015,1,2,In Porgress
38030,1,0,1,12/13/2015,0,2,In Porgress
38031,1,1,0,11/4/2015,0,3,Active
38032,0,1,1,12/29/2015,1,1,Not Started
38033,1,1,0,12/31/2015,1,2,In Porgress
38034,0,1,0,10/15/2015,1,2,In Porgress
38035,1,1,1,10/24/2015,0,2,In Porgress
38036,1,0,0,10/19/2015,0,1,Not Started
38037,1,1,1,10/12/2015,1,1,Not Started
38038,0,1,1,10/1/2015,0,1,Not Started
38039,0,0,1,10/28/2015,1,3,Active
38040,1,0,0,11/18/2015,0,1,Not Started
38041,1,0,0,12/30/2015,0,1,Not Started
38042,1,1,1,11/17/2015,0,2,In Porgress
38043,0,0,0,10/2/2015,0,2,In Porgress
38044,1,1,1,12/12/2015,1,3,Active
38045,0,1,1,10/21/2015,1,3,Active
38046,1,0,0,10/24/2015,0,2,In Porgress
38047,0,1,0,11/13/2015,1,3,Active
38048,1,0,0,11/26/2015,0,2,In Porgress
38049,1,1,1,11/14/2015,0,3,Active
38050,1,0,1,12/3/2015,0,3,Active
38051,0,0,1,11/26/2015,1,3,Active
38052,1,1,1,11/2/2015,0,3,Active
38053,0,1,1,10/26/2015,0,3,Active
38054,1,0,1,10/26/2015,1,1,Not Started
38055,1,1,0,10/17/2015,1,3,Active
38056,0,1,0,10/4/2015,0,1,Not Started
38057,0,0,0,11/20/2015,0,3,Active
38058,1,1,1,12/12/2015,0,1,Not Started
38059,0,1,1,11/28/2015,0,2,In Porgress
38060,0,0,1,10/2/2015,1,1,Not Started
38061,1,0,1,11/8/2015,0,3,Active
38062,1,0,1,10/15/2015,0,1,Not Started
38063,1,1,1,10/30/2015,0,2,In Porgress
38064,0,0,1,11/5/2015,1,3,Active
38065,1,0,1,11/18/2015,1,3,Active
38066,0,1,0,10/13/2015,0,2,In Porgress
38067,0,0,0,10/19/2015,0,1,Not Started
38068,0,1,0,10/1/2015,1,2,In Porgress
38069,1,0,1,11/8/2015,0,2,In Porgress
38070,0,0,0,12/10/2015,0,1,Not Started
38071,1,1,0,12/6/2015,1,1,Not Started
38072,1,1,1,12/24/2015,0,3,Active
38073,0,1,1,10/8/2015,1,3,Active
38074,1,0,1,10/30/2015,0,3,Active
38075,1,1,1,12/24/2015,1,1,Not Started
38076,1,0,0,10/11/2015,0,3,Active
38077,0,1,1,12/15/2015,0,1,Not Started
38078,1,1,1,11/9/2015,1,1,Not Started
38079,1,1,1,12/13/2015,0,2,In Porgress
38080,0,0,0,12/31/2015,0,1,Not Started
38081,1,1,0,12/2/2015,0,3,Active
38082,1,1,1,12/16/2015,1,2,In Porgress
38083,0,1,1,12/5/2015,1,1,Not Started
38084,1,1,1,10/29/2015,0,3,Active
38085,1,1,1,10/11/2015,1,3,Active
38086,0,0,0,10/18/2015,1,1,Not Started
38087,1,0,1,11/1/2015,0,3,Active
38088,1,1,0,12/30/2015,1,2,In Porgress
38089,1,1,1,12/4/2015,0,1,Not Started
38090,1,0,1,12/16/2015,1,2,In Porgress
38091,0,0,0,10/24/2015,1,3,Active
38092,1,0,0,11/23/2015,0,3,Active
38093,1,0,0,12/20/2015,1,2,In Porgress
38094,1,0,1,12/29/2015,1,2,In Porgress
38095,0,1,1,10/31/2015,1,2,In Porgress
38096,0,0,0,10/2/2015,1,2,In Porgress
38097,1,0,1,10/15/2015,0,3,Active
38098,0,0,0,11/20/2015,1,2,In Porgress
38099,1,1,1,12/15/2015,0,3,Active
38100,0,0,0,10/8/2015,0,1,Not Started
38101,1,1,0,10/14/2015,1,2,In Porgress
38102,1,1,1,12/6/2015,0,2,In Porgress
38103,1,1,1,11/17/2015,0,3,Active
38104,0,0,0,12/3/2015,1,1,Not Started
38105,0,1,1,11/21/2015,0,3,Active
38106,1,0,1,11/26/2015,0,3,Active
38107,0,0,0,12/7/2015,0,2,In Porgress
38108,0,0,0,12/31/2015,0,1,Not Started
38109,0,0,0,11/25/2015,1,3,Active
38110,1,1,1,12/14/2015,1,2,In Porgress
38111,1,0,1,10/8/2015,1,2,In Porgress
38112,0,1,1,11/6/2015,1,3,Active
38113,1,1,0,11/28/2015,0,2,In Porgress
38114,1,1,0,10/14/2015,0,2,In Porgress
38115,1,1,0,11/12/2015,1,3,Active
38116,0,0,0,11/24/2015,1,1,Not Started
38117,0,0,1,11/9/2015,1,3,Active
38118,1,0,1,12/1/2015,1,3,Active
38119,1,0,1,10/7/2015,1,3,Active
38120,0,1,0,12/23/2015,0,2,In Porgress
38121,1,1,0,11/4/2015,1,1,Not Started
38122,1,1,0,11/3/2015,0,1,Not Started
38123,0,1,1,12/16/2015,1,2,In Porgress
38124,0,1,1,11/27/2015,0,2,In Porgress
38125,0,0,1,11/15/2015,1,3,Active
38126,0,1,1,12/19/2015,1,1,Not Started
38127,0,0,1,11/4/2015,1,3,Active
38128,1,0,1,10/6/2015,1,2,In Porgress
38129,0,0,1,11/4/2015,1,1,Not Started
38130,1,1,1,10/17/2015,0,3,Active
38131,0,1,0,11/21/2015,0,3,Active
38132,1,1,0,10/30/2015,0,3,Active
38133,1,1,0,10/2/2015,0,1,Not Started
38134,0,1,0,12/15/2015,0,2,In Porgress
38135,0,0,1,12/15/2015,0,2,In Porgress
38136,1,0,0,11/17/2015,1,3,Active
38137,1,1,1,11/19/2015,1,1,Not Started
38138,1,1,1,12/7/2015,1,2,In Porgress
38139,0,1,0,11/29/2015,0,1,Not Started
38140,1,1,0,10/12/2015,1,3,Active
38141,0,1,1,12/20/2015,0,3,Active
38142,1,0,0,10/8/2015,0,3,Active
38143,0,0,1,10/27/2015,0,2,In Porgress
38144,0,0,1,12/9/2015,0,3,Active
38145,1,1,1,12/23/2015,1,3,Active
38146,1,0,1,11/10/2015,0,1,Not Started
38147,1,0,0,11/14/2015,0,2,In Porgress
38148,1,0,0,12/22/2015,0,1,Not Started
38149,1,1,1,11/19/2015,0,2,In Porgress
38150,0,1,1,11/18/2015,0,2,In Porgress
38151,0,1,1,11/28/2015,1,2,In Porgress
38152,0,0,1,11/23/2015,1,2,In Porgress
38153,0,0,1,11/18/2015,0,3,Active
38154,0,0,0,11/2/2015,1,3,Active
38155,0,1,1,10/12/2015,1,1,Not Started
38156,1,0,1,12/21/2015,0,3,Active
38157,1,0,0,11/2/2015,1,1,Not Started
38158,0,1,0,11/8/2015,0,3,Active
38159,1,0,0,10/22/2015,0,1,Not Started
38160,0,1,1,11/22/2015,0,2,In Porgress
38161,0,0,1,10/13/2015,0,1,Not Started
38162,1,0,1,11/17/2015,1,3,Active
38163,1,1,0,11/14/2015,1,3,Active
38164,0,1,1,11/7/2015,1,2,In Porgress
38165,0,0,0,12/1/2015,1,3,Active
38166,1,1,0,11/14/2015,0,1,Not Started
38167,0,0,0,10/14/2015,1,3,Active
38168,1,1,1,12/25/2015,0,1,Not Started
38169,0,1,1,10/12/2015,0,1,Not Started
38170,1,1,1,12/24/2015,0,3,Active
38171,0,0,1,11/4/2015,0,1,Not Started
38172,1,1,0,11/11/2015,1,3,Active
38173,1,1,1,11/18/2015,0,1,Not Started
38174,1,1,1,10/26/2015,1,1,Not Started
38175,1,0,1,11/14/2015,0,3,Active
38176,0,1,1,11/10/2015,0,3,Active
38177,0,1,0,12/25/2015,0,1,Not Started
38178,1,1,1,10/20/2015,1,1,Not Started
38179,0,0,0,12/14/2015,0,1,Not Started
38180,0,1,1,10/17/2015,1,3,Active
38181,1,0,1,11/28/2015,0,1,Not Started
38182,1,1,0,10/10/2015,0,3,Active
38183,1,0,0,12/16/2015,1,3,Active
38184,0,1,1,12/13/2015,0,1,Not Started
38185,1,1,0,10/21/2015,1,2,In Porgress
38186,1,1,1,12/26/2015,1,1,Not Started
38187,1,1,1,11/19/2015,1,3,Active
38188,0,0,0,11/8/2015,0,2,In Porgress
38189,0,1,1,10/9/2015,0,2,In Porgress
38190,0,0,0,12/12/2015,1,2,In Porgress
38191,1,1,1,10/14/2015,0,2,In Porgress
38192,1,1,0,12/2/2015,0,1,Not Started
38193,1,0,1,12/10/2015,1,3,Active
38194,1,1,0,11/6/2015,0,1,Not Started
38195,1,1,0,11/26/2015,0,3,Active
38196,0,1,0,10/31/2015,0,2,In Porgress
38197,0,1,1,12/24/2015,1,1,Not Started
38198,1,1,0,10/11/2015,1,2,In Porgress
38199,0,1,0,12/15/2015,1,2,In Porgress
38200,1,0,0,11/7/2015,1,3,Active
38201,0,0,0,11/17/2015,1,3,Active
38202,1,1,1,10/4/2015,0,2,In Porgress
38203,1,0,0,12/17/2015,1,3,Active
38204,1,1,1,12/18/2015,1,2,In Porgress
38205,0,0,1,12/12/2015,0,3,Active
38206,1,1,1,12/1/2015,1,3,Active
38207,0,0,1,11/24/2015,1,1,Not Started
38208,0,0,1,11/11/2015,0,2,In Porgress
38209,0,0,1,10/11/2015,0,3,Active
38210,0,1,0,12/21/2015,1,3,Active
38211,1,1,1,11/11/2015,1,3,Active
38212,1,0,0,11/7/2015,1,1,Not Started
38213,1,0,0,10/28/2015,1,3,Active
38214,0,0,0,10/14/2015,1,3,Active
38215,1,0,0,11/13/2015,0,2,In Porgress
38216,1,1,0,11/12/2015,0,3,Active
38217,0,0,0,12/25/2015,1,2,In Porgress
38218,1,1,1,12/20/2015,1,2,In Porgress
38219,1,0,1,10/11/2015,1,2,In Porgress
38220,1,1,1,11/21/2015,1,2,In Porgress
38221,1,0,1,12/11/2015,1,2,In Porgress
38222,0,1,1,12/18/2015,0,1,Not Started
38223,1,0,0,12/4/2015,1,1,Not Started
38224,0,1,1,10/30/2015,1,1,Not Started
38225,0,1,0,12/13/2015,1,3,Active
38226,1,1,0,12/1/2015,0,3,Active
38227,0,1,1,10/12/2015,0,3,Active
38228,1,1,1,10/11/2015,0,1,Not Started
38229,0,1,1,12/7/2015,1,1,Not Started
38230,0,1,1,10/4/2015,0,1,Not Started
38231,1,1,0,12/29/2015,1,1,Not Started
38232,1,1,1,11/27/2015,1,1,Not Started
38233,1,0,1,11/5/2015,0,3,Active
38234,1,0,1,10/25/2015,1,2,In Porgress
38235,1,1,0,10/26/2015,1,2,In Porgress
38236,0,0,1,12/7/2015,0,1,Not Started
38237,1,0,0,10/22/2015,1,2,In Porgress
38238,0,0,0,10/18/2015,0,2,In Porgress
38239,0,0,0,12/17/2015,0,1,Not Started
38240,1,0,1,10/23/2015,1,3,Active
38241,1,1,1,12/14/2015,0,1,Not Started
38242,1,0,1,10/23/2015,1,1,Not Started
38243,1,0,1,10/20/2015,0,3,Active
38244,0,1,1,12/14/2015,1,2,In Porgress
38245,1,1,0,11/3/2015,0,3,Active
38246,1,0,1,12/30/2015,0,2,In Porgress
38247,0,0,0,12/31/2015,1,1,Not Started
38248,0,0,1,11/15/2015,1,3,Active
38249,0,0,0,10/22/2015,0,2,In Porgress
38250,0,1,0,10/11/2015,0,1,Not Started
38251,1,1,0,12/4/2015,1,3,Active
38252,1,1,1,12/21/2015,0,2,In Porgress
38253,1,1,0,10/22/2015,0,2,In Porgress
38254,0,1,1,10/9/2015,0,2,In Porgress
38255,1,0,0,11/21/2015,0,1,Not Started
38256,1,1,1,11/10/2015,0,1,Not Started
38257,0,1,0,12/25/2015,0,3,Active
38258,0,1,1,12/14/2015,0,2,In Porgress
38259,1,1,1,11/20/2015,1,3,Active
38260,1,1,0,10/28/2015,0,3,Active
38261,1,0,0,11/6/2015,0,3,Active
38262,1,0,0,11/24/2015,0,2,In Porgress
38263,0,0,0,12/11/2015,1,2,In Porgress
38264,1,0,0,11/18/2015,0,1,Not Started
38265,1,1,0,11/10/2015,0,2,In Porgress
38266,1,1,1,12/22/2015,1,1,Not Started
38267,1,0,0,12/16/2015,1,1,Not Started
38268,1,0,0,12/10/2015,0,3,Active
38269,1,1,0,10/12/2015,0,3,Active
38270,1,0,0,12/17/2015,0,2,In Porgress
38271,0,1,1,10/22/2015,1,1,Not Started
38272,0,0,0,11/22/2015,1,3,Active
38273,1,1,1,11/13/2015,1,3,Active
38274,0,0,1,10/12/2015,0,1,Not Started
38275,0,0,1,12/11/2015,0,1,Not Started
38276,0,0,1,12/9/2015,0,2,In Porgress
38277,1,0,0,10/21/2015,1,1,Not Started
38278,0,0,1,12/4/2015,1,1,Not Started
38279,0,1,0,12/3/2015,0,3,Active
38280,1,0,1,12/29/2015,1,2,In Porgress
38281,0,1,0,12/29/2015,0,1,Not Started
38282,1,0,0,11/6/2015,0,1,Not Started
38283,1,0,0,10/6/2015,0,3,Active
38284,0,1,1,12/31/2015,1,1,Not Started
38285,0,0,1,12/12/2015,1,3,Active
38286,1,1,0,12/31/2015,0,3,Active
38287,0,1,0,10/27/2015,0,1,Not Started
38288,1,1,1,12/9/2015,1,2,In Porgress
38289,0,1,1,11/7/2015,1,2,In Porgress
38290,1,0,0,12/28/2015,0,3,Active
38291,0,0,0,12/2/2015,1,1,Not Started
38292,1,1,1,10/7/2015,1,2,In Porgress
38293,0,0,1,11/28/2015,0,2,In Porgress
38294,1,0,0,10/11/2015,1,2,In Porgress
38295,1,1,1,12/29/2015,1,2,In Porgress
38296,1,0,0,12/1/2015,0,3,Active
38297,1,1,0,10/14/2015,1,2,In Porgress
38298,1,0,0,10/30/2015,0,2,In Porgress
38299,1,1,0,10/20/2015,1,2,In Porgress
38300,1,1,0,10/22/2015,0,3,Active
38301,1,0,1,10/4/2015,0,3,Active
38302,1,1,0,12/25/2015,0,3,Active
38303,0,1,0,11/9/2015,0,2,In Porgress
38304,0,0,1,11/19/2015,1,2,In Porgress
38305,0,1,1,11/28/2015,1,2,In Porgress
38306,1,1,1,11/6/2015,1,1,Not Started
38307,1,1,0,11/4/2015,1,3,Active
38308,1,0,1,10/1/2015,1,3,Active
38309,0,0,0,12/3/2015,0,1,Not Started
38310,1,1,1,12/18/2015,0,2,In Porgress
38311,1,0,0,12/2/2015,1,2,In Porgress
38312,0,1,1,10/27/2015,0,1,Not Started
38313,1,0,0,11/2/2015,1,2,In Porgress
38314,0,1,1,11/30/2015,1,2,In Porgress
38315,1,0,0,11/11/2015,0,2,In Porgress
38316,0,0,0,10/14/2015,1,3,Active
38317,0,0,0,11/2/2015,0,2,In Porgress
38318,1,0,1,12/24/2015,1,2,In Porgress
38319,0,1,0,10/13/2015,0,3,Active
38320,1,1,1,10/9/2015,1,3,Active
38321,0,0,0,10/1/2015,0,2,In Porgress
38322,0,1,0,11/12/2015,0,1,Not Started
38323,1,0,1,10/19/2015,1,1,Not Started
38324,0,1,0,12/28/2015,1,3,Active
38325,0,1,0,12/25/2015,0,2,In Porgress
38326,1,1,1,12/18/2015,0,2,In Porgress
38327,0,0,1,12/23/2015,0,1,Not Started
38328,1,0,0,12/24/2015,0,1,Not Started
38329,0,0,1,12/5/2015,1,3,Active
38330,0,1,0,10/27/2015,0,2,In Porgress
38331,0,1,1,12/23/2015,0,3,Active
38332,1,0,0,11/25/2015,0,2,In Porgress
38333,0,0,0,10/2/2015,1,2,In Porgress
38334,1,0,1,12/16/2015,0,2,In Porgress
38335,1,1,1,11/26/2015,0,1,Not Started
38336,1,0,1,12/15/2015,1,1,Not Started
38337,0,1,0,12/23/2015,0,2,In Porgress
38338,1,1,0,10/2/2015,0,2,In Porgress
38339,1,0,0,10/30/2015,0,3,Active
38340,0,1,0,12/8/2015,1,3,Active
38341,1,1,1,12/10/2015,1,3,Active
38342,1,0,0,10/15/2015,0,1,Not Started
38343,0,1,1,11/17/2015,1,3,Active
38344,1,1,1,12/1/2015,0,1,Not Started
38345,0,0,1,10/28/2015,0,2,In Porgress
38346,1,1,0,11/13/2015,0,2,In Porgress
38347,1,1,1,10/13/2015,0,1,Not Started
38348,0,0,0,10/20/2015,1,1,Not Started
38349,0,1,1,10/24/2015,0,1,Not Started
38350,1,0,0,12/27/2015,0,1,Not Started
38351,0,0,0,10/30/2015,1,3,Active
38352,0,1,0,10/20/2015,0,3,Active
38353,0,0,0,10/4/2015,0,2,In Porgress
38354,1,0,1,12/19/2015,1,3,Active
38355,0,1,1,12/17/2015,1,2,In Porgress
38356,0,0,1,12/26/2015,0,3,Active
38357,0,1,0,12/7/2015,1,2,In Porgress
38358,0,1,1,10/7/2015,1,3,Active
38359,1,1,0,10/16/2015,0,1,Not Started
38360,0,0,0,11/4/2015,1,1,Not Started
38361,0,1,1,10/12/2015,1,1,Not Started
38362,0,0,1,12/11/2015,1,1,Not Started
38363,1,1,1,12/21/2015,1,1,Not Started
38364,1,1,1,10/11/2015,0,1,Not Started
38365,0,0,0,10/18/2015,0,2,In Porgress
38366,1,1,0,10/31/2015,0,3,Active
38367,1,0,0,11/15/2015,1,3,Active
38368,1,0,0,11/15/2015,0,2,In Porgress
38369,1,1,1,11/14/2015,0,1,Not Started
38370,1,0,0,10/20/2015,0,2,In Porgress
38371,0,0,1,10/9/2015,0,2,In Porgress
38372,1,1,0,10/13/2015,1,3,Active
38373,0,1,0,10/2/2015,1,2,In Porgress
38374,0,0,0,11/26/2015,1,2,In Porgress
38375,0,1,1,10/17/2015,1,2,In Porgress
38376,0,0,1,11/9/2015,1,1,Not Started
38377,1,0,1,12/24/2015,0,1,Not Started
38378,0,1,0,10/29/2015,1,2,In Porgress
38379,1,1,1,10/28/2015,1,1,Not Started
38380,0,0,1,11/20/2015,0,3,Active
38381,0,1,0,11/25/2015,1,3,Active
38382,0,0,1,12/21/2015,1,2,In Porgress
38383,0,1,0,11/25/2015,1,2,In Porgress
38384,1,0,1,12/20/2015,0,1,Not Started
38385,0,1,1,10/13/2015,1,3,Active
38386,1,0,0,11/5/2015,0,1,Not Started
38387,0,0,1,10/24/2015,1,1,Not Started
38388,1,0,1,12/5/2015,0,2,In Porgress
38389,0,1,1,10/20/2015,1,3,Active
38390,0,0,0,11/26/2015,1,2,In Porgress
38391,1,1,0,10/19/2015,1,1,Not Started
38392,0,1,0,11/22/2015,1,3,Active
38393,0,0,0,12/17/2015,0,3,Active
38394,1,0,1,12/20/2015,1,3,Active
38395,0,1,1,11/12/2015,0,1,Not Started
38396,0,1,0,10/15/2015,0,1,Not Started
38397,1,0,1,10/3/2015,0,1,Not Started
38398,1,1,1,11/15/2015,0,2,In Porgress
38399,0,1,0,12/13/2015,1,3,Active
38400,1,1,1,12/30/2015,0,3,Active
38401,1,0,0,10/29/2015,1,1,Not Started
38402,1,0,1,11/29/2015,1,3,Active
38403,1,1,0,10/7/2015,0,2,In Porgress
38404,0,1,1,12/22/2015,1,3,Active
38405,0,0,0,10/6/2015,0,3,Active
38406,1,0,1,10/26/2015,0,1,Not Started
38407,0,0,1,10/3/2015,1,3,Active
38408,0,0,1,11/2/2015,1,3,Active
38409,0,0,0,10/27/2015,1,3,Active
38410,0,1,1,12/28/2015,0,1,Not Started
38411,1,1,1,12/29/2015,1,2,In Porgress
38412,0,1,1,11/20/2015,1,2,In Porgress
38413,1,1,0,11/9/2015,0,2,In Porgress
38414,1,1,1,11/23/2015,1,1,Not Started
38415,1,0,0,10/25/2015,1,3,Active
38416,0,1,1,12/19/2015,1,3,Active
38417,0,1,1,12/3/2015,0,1,Not Started
38418,1,1,1,12/24/2015,0,2,In Porgress
38419,1,1,0,12/13/2015,1,1,Not Started
38420,1,0,0,10/10/2015,1,2,In Porgress
38421,0,1,0,10/9/2015,1,3,Active
38422,1,0,1,11/13/2015,0,2,In Porgress
38423,0,0,0,12/5/2015,1,1,Not Started
38424,0,1,1,12/14/2015,1,3,Active
38425,0,1,1,10/12/2015,0,1,Not Started
38426,1,0,0,10/23/2015,1,1,Not Started
38427,0,1,0,11/28/2015,0,1,Not Started
38428,1,1,0,11/3/2015,1,2,In Porgress
38429,0,0,0,12/6/2015,0,3,Active
38430,1,1,0,12/30/2015,1,1,Not Started
38431,1,0,0,10/15/2015,0,1,Not Started
38432,1,1,0,10/8/2015,0,3,Active
38433,0,1,1,12/24/2015,1,2,In Porgress
38434,0,1,0,12/8/2015,1,3,Active
38435,1,0,0,11/1/2015,0,3,Active
38436,1,1,0,10/2/2015,1,2,In Porgress
38437,1,0,1,10/25/2015,0,2,In Porgress
38438,1,1,0,11/3/2015,0,2,In Porgress
38439,1,0,1,12/25/2015,0,1,Not Started
38440,1,0,1,10/29/2015,0,3,Active
38441,1,1,1,11/3/2015,0,1,Not Started
38442,1,1,1,11/8/2015,0,2,In Porgress
38443,0,0,0,12/2/2015,1,3,Active
38444,1,0,1,11/27/2015,0,1,Not Started
38445,0,0,1,11/1/2015,0,1,Not Started
38446,1,1,1,10/27/2015,1,1,Not Started
38447,0,0,1,11/18/2015,0,3,Active
38448,1,1,1,10/28/2015,1,1,Not Started
38449,0,1,1,11/14/2015,0,2,In Porgress
38450,0,1,1,12/16/2015,1,2,In Porgress
38451,0,1,1,10/13/2015,1,3,Active
38452,0,0,1,11/7/2015,0,2,In Porgress
38453,0,1,0,10/27/2015,1,2,In Porgress
38454,1,1,1,10/12/2015,0,1,Not Started
38455,0,1,0,12/26/2015,1,2,In Porgress
38456,0,0,1,11/23/2015,1,2,In Porgress
38457,0,0,1,10/24/2015,1,2,In Porgress
38458,0,1,1,12/10/2015,0,3,Active
38459,0,1,0,10/12/2015,0,1,Not Started
38460,0,0,1,11/17/2015,1,3,Active
38461,1,0,0,11/28/2015,1,2,In Porgress
38462,1,0,1,12/7/2015,0,1,Not Started
38463,0,1,0,10/21/2015,1,2,In Porgress
38464,1,0,0,12/3/2015,0,2,In Porgress
38465,0,0,0,11/5/2015,1,3,Active
38466,0,1,1,11/7/2015,0,2,In Porgress
38467,1,1,0,10/5/2015,1,3,Active
38468,0,0,0,12/8/2015,1,1,Not Started
38469,1,1,1,10/21/2015,0,3,Active
38470,0,1,0,12/18/2015,0,2,In Porgress
38471,1,0,1,12/1/2015,0,2,In Porgress
38472,0,1,0,12/18/2015,1,2,In Porgress
38473,1,0,1,11/1/2015,1,3,Active
38474,0,1,0,11/25/2015,1,3,Active
38475,0,1,0,11/1/2015,1,3,Active
38476,1,0,1,12/8/2015,1,1,Not Started
38477,1,0,1,11/25/2015,1,3,Active
38478,1,1,0,10/18/2015,1,2,In Porgress
38479,0,0,1,10/22/2015,1,2,In Porgress
38480,0,0,1,11/29/2015,0,3,Active
38481,0,0,1,11/16/2015,0,1,Not Started
38482,1,1,1,11/17/2015,0,1,Not Started
38483,1,1,0,10/12/2015,1,3,Active
38484,0,0,0,11/1/2015,0,1,Not Started
38485,0,1,0,10/22/2015,1,3,Active
38486,1,1,0,12/6/2015,1,1,Not Started
38487,0,0,0,12/27/2015,0,3,Active
38488,1,0,0,10/26/2015,1,2,In Porgress
38489,0,1,0,10/15/2015,1,1,Not Started
38490,0,0,0,10/14/2015,1,2,In Porgress
38491,0,1,0,12/28/2015,1,3,Active
38492,0,1,1,10/26/2015,0,1,Not Started
38493,1,0,0,11/12/2015,1,3,Active
38494,0,1,0,10/4/2015,0,2,In Porgress
38495,1,0,0,12/6/2015,1,1,Not Started
38496,0,1,1,10/25/2015,0,1,Not Started
38497,0,0,1,12/10/2015,1,3,Active
38498,1,0,0,10/12/2015,1,1,Not Started
38499,0,1,1,12/22/2015,1,3,Active
38500,1,0,1,10/24/2015,1,2,In Porgress
38501,0,0,0,11/29/2015,1,2,In Porgress
38502,1,0,0,11/16/2015,1,2,In Porgress
38503,0,1,1,10/12/2015,1,1,Not Started
38504,0,0,0,12/24/2015,1,3,Active
38505,1,1,0,11/2/2015,1,2,In Porgress
38506,1,0,1,12/7/2015,1,2,In Porgress
38507,0,0,0,11/9/2015,0,3,Active
38508,1,1,1,12/20/2015,1,1,Not Started
